dbn,name,schoolyear,fl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Grads - % of cohort,Total Regents - % of cohort,Advanced Regents - % of cohort,Regents w/o Advanced - % of cohort,Local - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
14K084,PS 084 JOSE DE DIEGO,20082009,77.6,454,24.4,22.5,3.3,9.5,80.4,5.7,50.4,49.6,,,,,,,
14K110,PS 110 THE MONITOR,20082009,62.9,371,14.6,15.1,2.7,8.4,37.2,51.8,53.6,46.4,,,,,,,
14K120,PS 120 CARLOS TAPIA,20082009,88.6,489,23.9,17.2,1.6,11.7,84.5,2.2,47.2,52.8,,,,,,,
14K126,JHS 126 JOHN ERICSSON,20082009,66.4,474,16.0,22.6,3.4,16.5,72.8,7.4,55.1,44.9,,,,,,,
14K132,PS 132 CONSELYA,20082009,71.7,704,4.8,10.4,4.0,10.9,50.9,32.5,50.4,49.6,,,,,,,
14K147,PS 147 ISSAC REMSEN,20082009,81.0,255,12.2,18.8,0.0,42.7,56.9,0.4,47.5,52.5,,,,,,,
14K157,PS 157 BENJAMIN FRANKLIN,20082009,82.5,364,27.2,22.0,0.3,15.9,83.2,0.5,56.0,44.0,,,,,,,
14K196,PS 196 TEN EYCK,20082009,78.4,428,8.6,23.4,0.2,15.4,80.8,3.0,50.7,49.3,,,,,,,
14K250,PS 250 GEORGE H LINDSAY,20082009,66.1,850,11.5,8.5,11.8,10.8,75.5,1.2,49.9,50.1,,,,,,,
14K257,PS 257 JOHN F HYLAN,20082009,84.1,564,21.8,24.8,0.9,22.5,73.4,2.5,50.7,49.3,,,,,,,
14K297,PS 297 ABRAHAM STOCKTON,20082009,83.2,346,12.1,21.4,0.6,50.3,46.0,2.9,56.9,43.1,,,,,,,
14K318,JHS 318 EUGENIO MARIA DEHOSTOS,20082009,70.8,1518,4.7,9.5,6.4,13.8,62.3,17.4,46.5,53.5,,,,,,,
14K319,PS 319,20082009,80.9,171,11.1,8.8,0.6,2.9,94.7,0.0,48.0,52.0,,,,,,,
14K322,FOUNDATIONS ACADEMY,20082009,55.9,317,0.9,13.2,0.0,83.0,15.5,0.3,43.8,56.2,,,,,,,
14K330,THE URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONM,20082009,79.6,166,3.0,13.9,0.6,65.1,30.7,0.0,49.4,50.6,,,,,,,
14K380,PS 380 JOHN WAYNE ELEM.,20082009,78.1,495,19.6,17.8,0.8,23.6,67.7,7.7,52.7,47.3,,,,,,,
14K404,ACADEMY FOR YOUNG WRITERS,20082009,72.3,301,2.3,9.0,0.7,57.1,40.2,1.7,30.2,69.8,,,,,,,
14K449,BROOKLYN LATIN,20082009,40.8,183,,0.0,26.2,33.9,24.6,10.9,55.7,44.3,,,,,,,
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREE,20082009,75.1,298,4.7,11.7,0.7,49.7,48.0,1.0,48.0,52.0,,,,,,,
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,20082009,71.7,966,15.0,9.3,0.8,32.5,64.5,1.1,46.2,53.8,49.3,27.8,1.9,25.9,21.5,39.3,9.3
14K477,SCHOOL FOR LEGAL STUDIES,20082009,65.6,790,4.7,11.4,0.9,61.5,35.1,1.6,43.4,56.6,57.1,14.3,1.2,13.1,42.9,26.2,14.3
14K478,ENTERPRISE BUSINESS AND TECH HS,20082009,72.5,865,10.4,11.2,2.2,39.4,55.6,2.0,66.9,33.1,89.5,67.8,46.8,21.1,21.6,7.6,1.8
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,20082009,61.2,384,1.3,15.1,0.8,73.2,23.2,2.1,44.0,56.0,96.4,85.5,7.3,78.2,10.9,1.8,1.8
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DE,20082009,60.7,388,4.1,11.3,1.5,50.8,41.5,5.2,77.8,22.2,73.7,50.0,7.9,42.1,23.7,11.8,11.8
14K561,WILLIAMSBURG PREPARATORY SCHOOL,20082009,81.0,472,4.0,11.7,1.3,35.6,53.2,9.1,46.6,53.4,75.0,70.5,17.0,53.4,4.5,18.2,6.8
14K577,CONSELYEA PREPARATORY SCHOOL,20082009,66.9,390,3.1,14.9,3.3,12.1,62.8,21.3,50.0,50.0,,,,,,,
14K582,MS 582,20082009,78.2,308,10.4,22.7,0.3,20.5,77.9,1.0,54.9,45.1,,,,,,,
14K586,LYONS COMMUNITY SCHOOL,20082009,74.6,335,11.3,17.0,1.2,43.0,52.5,1.5,52.2,47.8,,,,,,,
14K610,AUTOMOTIVE HIGH SCHOOL,20082009,68.3,1007,5.1,17.1,1.4,63.6,29.7,2.0,94.7,5.3,51.9,21.6,18.4,3.2,30.3,23.2,16.8
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,20082009,60.0,72,5.6,27.8,0.0,61.1,34.7,0.0,0.0,100.0,,,,,,,
14K632,FRANCES PERKINS ACADEMY,20082009,60.0,82,6.1,18.3,0.0,54.9,41.5,3.7,75.6,24.4,,,,,,,
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,20082009,81.1,176,15.3,17.6,0.6,12.5,85.8,1.1,44.3,55.7,83.3,0.0,0.0,0.0,83.3,16.7,0.0
15K001,PS 001 THE BERGEN,20082009,83.9,1004,28.8,14.8,4.6,1.7,91.8,1.8,49.2,50.8,,,,,,,
15K010,MAGNET SCH. OF MATH SCI AND DESIGN TECH,20082009,68.6,649,8.0,24.8,6.0,16.0,44.8,32.5,51.3,48.7,,,,,,,
15K015,PS 015 PATRICK F. DALY,20082009,86.3,389,8.0,33.2,1.3,42.9,47.3,6.9,56.6,43.4,,,,,,,
15K024,PS 024,20082009,87.0,768,39.6,22.1,2.6,2.5,91.5,3.0,51.4,48.6,,,,,,,
15K027,PS 027 AGNES Y HUMPHREY,20082009,91.5,541,12.6,36.6,0.7,47.7,48.2,3.0,53.4,46.6,,,,,,,
15K029,PS 029 JOHN M HARRIGAN,20082009,30.3,648,3.4,12.0,8.0,10.5,22.1,57.3,49.7,50.3,,,,,,,
15K032,PS 032 SAMUELS MILLS SPROLE,20082009,72.9,307,10.4,44.0,3.3,36.2,43.3,16.0,60.6,39.4,,,,,,,
15K038,PS 038 THE PACIFIC,20082009,66.3,477,9.2,17.2,4.2,40.5,38.8,12.6,52.8,47.2,,,,,,,
15K039,PS 039 HENRY BRISTOW,20082009,37.2,338,4.4,11.5,3.0,21.3,32.0,42.3,48.2,51.8,,,,,,,
15K051,JHS 051 WILLIAM ALEXANDER,20082009,29.6,1013,1.8,10.2,15.9,16.7,31.3,35.7,41.3,58.7,,,,,,,
15K058,PS 058 THE CARROLL,20082009,27.8,602,4.8,18.6,7.6,8.8,21.8,58.8,50.2,49.8,,,,,,,
15K088,JHS 088 PETER ROUGET,20082009,70.0,849,7.9,25.3,14.6,15.0,60.0,9.8,57.0,43.0,,,,,,,
15K094,PS 094 THE HENRY LONGFELLOW,20082009,88.6,981,40.0,9.5,36.3,1.1,57.1,5.4,51.6,48.4,,,,,,,
15K107,PS 107 JOHN W KIMBALL,20082009,20.3,471,2.1,12.5,5.5,9.6,26.8,57.3,48.8,51.2,,,,,,,
15K124,PS 124 SILAS B DUTCHER,20082009,85.9,319,13.2,14.4,4.4,12.2,68.0,13.8,49.8,50.2,,,,,,,
15K130,PS 130 THE PARKSIDE,20082009,94.2,528,8.5,12.5,28.6,15.7,31.3,22.5,50.4,49.6,,,,,,,
15K131,PS 131 BROOKLYN,20082009,89.9,858,35.0,11.4,29.7,0.8,63.1,6.4,48.8,51.2,,,,,,,
15K136,IS 136 CHARLES O DEWEY,20082009,87.5,477,24.9,24.1,3.8,3.6,88.3,3.8,49.9,50.1,,,,,,,
15K146,PS 146,20082009,21.4,558,1.6,22.6,8.1,31.7,25.6,33.5,50.0,50.0,,,,,,,
15K154,PS 154 WINDSOR TERRACE,20082009,29.2,438,5.7,14.8,6.8,11.2,25.8,53.0,47.3,52.7,,,,,,,
15K169,PS 169 SUNSET PARK,20082009,89.1,1215,36.8,13.1,36.2,0.8,57.3,5.3,52.3,47.7,,,,,,,
15K172,PS 172 BEACON SCH OF EXCELLEN,20082009,87.5,573,30.0,25.1,2.8,2.6,81.3,11.0,50.3,49.7,,,,,,,
15K230,PS 230 DORIS L COHEN,20082009,63.9,1228,26.9,11.8,45.4,2.9,29.5,21.5,47.5,52.5,,,,,,,
15K261,PS 261 PHILIP LIVINGSTON,20082009,38.2,824,8.1,18.7,5.0,35.8,24.4,31.3,49.4,50.6,,,,,,,
15K295,PS 295,20082009,62.7,402,16.9,24.1,6.0,13.9,49.8,28.9,53.2,46.8,,,,,,,
15K321,PS 321 WILLIAM PENN,20082009,12.1,1297,1.9,12.3,7.6,14.5,12.5,63.8,52.3,47.7,,,,,,,
15K418,THE CHILDREN'S SCHOOL,20082009,8.3,329,0.6,12.2,7.6,9.1,20.4,62.6,50.2,49.8,,,,,,,
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,20082009,60.9,529,5.5,22.5,0.6,53.1,39.9,5.5,52.0,48.0,44.1,24.7,0.0,24.7,19.4,34.4,10.8
15K442,NEW HORIZONS SCHOOL,20082009,67.5,218,2.8,46.3,0.9,45.0,46.3,6.9,59.6,40.4,,,,,,,
15K443,NEW VOICES S. OF ACAD. & CREAT,20082009,74.6,426,1.9,19.0,7.5,19.0,47.7,25.6,34.5,65.5,,,,,,,
15K447,THE UPPER CARROLL SCHOOL,20082009,22.9,520,2.3,14.4,6.5,29.8,27.3,35.0,57.1,42.9,,,,,,,
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUD,20082009,46.9,673,2.4,31.5,3.9,41.0,40.7,14.1,54.7,45.3,,,,,,,
15K462,SECONDARY SCHOOL FOR LAW,20082009,67.1,580,3.3,12.9,5.0,56.6,31.2,6.2,43.1,56.9,67.5,46.3,5.0,41.3,21.3,26.3,5.0
15K463,SECONDARY SCHOOL FOR JOURNALISM,20082009,69.8,538,13.9,14.5,5.0,43.7,45.0,5.4,38.3,61.7,64.1,43.5,13.0,30.4,20.7,33.7,1.1
15K464,SECONDARY SCHOOL FOR RESEARCH,20082009,69.1,481,8.3,14.3,7.1,38.0,48.4,5.2,49.5,50.5,75.3,43.2,4.9,38.3,32.1,19.8,4.9
15K497,SCHOOL FOR INTERNATIONAL STUDIES,20082009,62.8,468,10.7,17.1,3.4,42.3,35.5,18.2,53.4,46.6,63.2,41.2,7.4,33.8,22.1,20.6,14.7
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,20082009,71.1,773,2.6,19.4,1.8,68.3,27.3,2.2,46.6,53.4,42.0,19.5,3.0,16.5,22.5,41.0,9.0
15K520,PACIFIC HIGH SCHOOL,20082009,63.8,284,0.0,8.5,1.1,86.6,9.5,1.8,54.2,45.8,8.1,4.1,0.0,4.1,4.1,75.7,16.2
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,20082009,61.9,203,1.5,3.9,5.9,22.2,52.7,18.2,50.7,49.3,16.5,10.3,0.0,10.3,6.2,70.1,13.4
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,20082009,68.2,383,2.1,15.1,1.8,79.1,17.2,0.8,48.8,51.2,50.7,29.9,1.5,28.4,20.9,40.3,9.0
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,20082009,52.3,576,0.7,6.9,2.3,75.5,19.1,2.4,41.5,58.5,63.3,19.8,5.3,14.5,43.5,32.4,2.4
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,20082009,60.0,168,0.6,3.0,1.2,23.8,67.9,6.0,45.8,54.2,8.2,0.0,0.0,0.0,8.2,75.5,16.3
15K821,SUNSET PARK PREP,20082009,82.0,507,7.9,15.4,11.0,7.1,78.9,2.8,53.3,46.7,,,,,,,
16K005,PS 005 DR. RONALD MCNAIR,20082009,74.8,425,4.2,18.6,1.4,80.9,15.8,1.6,52.2,47.8,,,,,,,
16K021,PS 021 CRISPUS ATTUCKS,20082009,68.6,706,0.1,12.7,0.8,90.2,7.4,0.1,45.8,54.2,,,,,,,
16K025,PS 025 EUBIE BLAKE SCHOOL,20082009,94.2,360,5.3,13.9,0.6,81.9,15.6,1.4,50.8,49.2,,,,,,,
16K026,PS 026 JESSE OWENS,20082009,79.6,375,4.3,19.5,1.1,76.3,19.2,1.6,52.0,48.0,,,,,,,
16K028,PS 028 THE WARREN,20082009,83.2,251,4.4,10.8,0.8,87.6,8.0,0.8,50.6,49.4,,,,,,,
16K035,PS 035 STEPHEN DECATUR,20082009,79.3,227,0.9,22.9,0.4,85.0,12.8,0.9,51.5,48.5,,,,,,,
16K040,PS 040 GEORGE W CARVER,20082009,80.8,363,1.1,21.2,1.1,87.9,8.8,1.1,50.7,49.3,,,,,,,
16K057,JHS 057 WHITELAW REID,20082009,88.6,249,5.2,21.3,0.8,75.9,21.3,0.0,48.2,51.8,,,,,,,
16K081,PS 081 THADDEUS STEVENS,20082009,86.6,454,7.5,15.2,0.7,70.5,26.4,0.9,51.1,48.9,,,,,,,
16K243,PS 243 WEEKSVILLE,20082009,95.9,360,3.3,21.7,1.7,80.8,15.6,0.0,50.0,50.0,,,,,,,
16K262,PS 262 EL HAJJ MALIK SHABAZZ,20082009,90.6,373,1.1,15.0,1.1,87.7,10.5,0.5,46.1,53.9,,,,,,,
16K267,MS 267 MATH SCIENCE & TECH,20082009,97.3,389,4.4,27.0,2.1,83.8,12.1,0.5,57.1,42.9,,,,,,,
16K308,PS 308 CLARA CARDWELL,20082009,78.7,776,3.2,16.6,1.0,86.0,10.2,0.3,43.4,56.6,,,,,,,
16K309,PS 309 GEORGE E WIBECAN,20082009,85.7,367,4.9,15.3,5.7,68.9,22.3,1.9,53.4,46.6,,,,,,,
16K335,PS 335 GRANVILLE T WOODS,20082009,91.1,408,3.7,19.1,1.0,86.0,12.0,0.7,49.5,50.5,,,,,,,
16K385,SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP,20082009,71.0,279,3.6,25.8,2.2,81.7,15.8,0.4,54.8,45.2,,,,,,,
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,20082009,61.0,504,1.4,14.1,1.0,85.5,12.1,0.4,49.0,51.0,,,,,,,
16K455,BOYS AND GIRLS HIGH SCHOOL,20082009,62.4,2835,1.4,17.8,0.7,89.9,7.3,0.8,59.6,40.4,42.4,23.8,1.4,22.4,18.6,40.9,9.0
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,20082009,43.1,474,4.4,16.9,0.2,75.9,22.4,0.4,48.3,51.7,,,,,,,
16K534,UPPER SCHOOL @ PS025,20082009,73.0,254,2.8,22.4,0.4,79.1,18.9,0.8,48.0,52.0,,,,,,,
16K584,MS 584,20082009,78.4,303,2.0,21.8,0.0,89.1,9.6,0.3,50.8,49.2,,,,,,,
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,20082009,80.0,151,2.6,9.9,1.3,78.1,19.2,1.3,41.7,58.3,,,,,,,
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,20082009,60.0,81,4.9,9.9,0.0,69.1,25.9,1.2,53.1,46.9,,,,,,,
16K628,BROOKLYN BROWNSTONE SCHOOL,20082009,60.0,67,,6.0,0.0,89.6,6.0,1.5,61.2,38.8,,,,,,,
16K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLOR,20082009,60.0,235,7.7,18.7,0.9,60.0,37.0,1.7,57.4,42.6,,,,,,,
17K002,M S 002,20082009,88.7,436,8.0,24.3,2.5,83.9,11.2,0.9,54.6,45.4,,,,,,,
17K006,PS 006,20082009,86.8,644,11.5,14.9,0.9,85.4,12.0,1.2,47.8,52.2,,,,,,,
17K012,PS 012,20082009,82.7,263,3.0,14.4,0.0,85.6,12.9,0.0,52.5,47.5,,,,,,,
17K022,PS 022,20082009,98.4,536,11.6,21.1,4.3,72.6,21.5,0.9,51.5,48.5,,,,,,,
17K061,M S 061 GLADSTONE H. ATWELL,20082009,80.3,1069,5.2,13.8,0.5,92.1,5.7,0.8,50.6,49.4,,,,,,,
17K091,PS 091 THE ALBANY AVE. SCHOOL,20082009,97.0,761,7.5,18.5,0.5,90.0,7.2,1.6,54.1,45.9,,,,,,,
17K092,PS 092 ADRIAN HEGEMAN,20082009,83.3,632,11.4,9.5,4.1,81.8,12.3,0.3,48.1,51.9,,,,,,,
17K138,PS 138 BROOKLYN,20082009,87.7,908,5.6,11.7,1.1,89.3,7.2,1.3,52.5,47.5,,,,,,,
17K161,PS 161 THE CROWN,20082009,69.6,920,1.5,9.2,0.7,88.7,7.9,2.2,45.1,54.9,,,,,,,
17K167,PS 167 THE PARKWAY,20082009,92.1,507,6.3,17.6,0.6,84.4,13.0,1.4,52.7,47.3,,,,,,,
17K181,PS 181 BROOKLYN,20082009,77.1,1202,7.5,12.0,1.2,90.1,6.7,1.2,50.5,49.5,,,,,,,
17K189,PS 189 LINCOLN TERRACE,20082009,82.1,1133,20.8,9.6,0.5,74.4,24.1,0.2,51.0,49.0,,,,,,,
17K191,PS 191 PAUL ROBESON,20082009,92.5,293,3.1,19.8,0.7,79.2,16.0,3.4,47.1,52.9,,,,,,,
17K221,PS 221 TOSSAINT L'OUVERTURE,20082009,78.2,638,4.5,12.1,0.8,91.2,5.6,1.7,52.8,47.2,,,,,,,
17K241,PS 241 EMMA L JOHNSTON,20082009,87.1,569,8.6,14.9,0.2,92.6,6.2,0.7,50.3,49.7,,,,,,,
17K246,IS 246 WALT WHITMAN,20082009,75.2,672,15.5,27.2,0.4,85.1,12.8,0.9,55.8,44.2,,,,,,,
17K249,PS 249 THE CATON,20082009,86.8,729,26.6,9.3,4.4,50.6,42.4,2.2,47.7,52.3,,,,,,,
17K289,PS 289 GEORGE V BROWER,20082009,83.3,740,1.4,18.8,1.2,87.6,8.2,0.8,54.1,45.9,,,,,,,
17K316,PS 316 ELIJAH STROUD,20082009,88.7,303,4.0,21.1,2.0,87.8,7.3,2.3,51.8,48.2,,,,,,,
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,20082009,77.8,243,4.9,25.9,0.8,88.9,8.6,0.8,57.2,42.8,,,,,,,
17K340,IS 340,20082009,71.0,318,0.3,6.3,1.3,92.8,5.3,0.6,45.9,54.1,,,,,,,
17K352,EBBETTS FIELD MIDDLE SCHOOL,20082009,84.6,448,20.3,20.8,1.6,75.7,20.5,1.8,53.1,46.9,,,,,,,
17K353,ELIJAH STROUD MIDDLE SCHOOL,20082009,83.9,174,3.4,27.0,1.7,84.5,10.9,1.1,55.2,44.8,,,,,,,
17K354,THE SCHOOL OF INTEGRATED LEARNING,20082009,86.7,248,6.9,26.6,0.4,85.9,12.1,1.6,52.4,47.6,,,,,,,
17K375,PS 375 JACKIEROBINSON SCHOOL,20082009,90.2,563,16.9,12.4,0.4,80.8,16.2,2.1,51.7,48.3,,,,,,,
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLO,20082009,69.4,500,2.8,8.2,0.2,87.8,7.8,1.0,52.8,47.2,,,,,,,
17K394,MS 394K,20082009,92.6,705,3.0,9.2,0.7,92.3,6.4,0.1,46.0,54.0,,,,,,,
17K397,PS 397 FOSTERLAURIE,20082009,79.8,427,8.0,7.0,2.3,89.7,5.2,1.6,51.3,48.7,,,,,,,
17K398,PS 398 WALTER WEAVER,20082009,84.4,385,3.9,20.3,0.5,91.9,5.5,1.3,55.8,44.2,,,,,,,
17K399,PS 399 STANLEY EUGENE CLARK,20082009,91.4,477,5.9,5.2,0.8,91.0,5.2,2.3,49.3,50.7,,,,,,,
17K408,ACADEMY OF HOSPITALITY AND TOURISM,20082009,65.7,268,4.5,7.1,1.1,81.0,16.4,1.1,44.0,56.0,,,,,,,
17K484,RONALD EDMONDS LEARNING CENTER II,20082009,76.4,157,2.5,14.0,0.6,93.0,5.7,0.6,60.5,39.5,,,,,,,
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,20082009,75.5,301,1.0,5.3,1.0,92.0,6.3,0.0,43.5,56.5,9.9,1.5,0.0,1.5,8.4,69.5,19.8
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,20082009,87.7,425,88.0,4.2,28.7,24.5,35.1,10.4,52.5,47.5,54.4,23.3,0.0,23.3,31.1,33.3,7.8
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,20082009,68.7,432,3.0,11.1,0.2,85.0,12.3,0.7,46.8,53.2,64.3,55.1,10.2,44.9,9.2,23.5,10.2
17K531,THE SCHOOL FOR HUMAN RIGHTS,20082009,48.8,397,2.8,13.1,0.5,92.2,7.1,0.3,50.4,49.6,56.3,18.3,0.0,18.3,38.0,32.4,9.9
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,20082009,62.1,443,2.7,14.2,0.0,89.8,8.4,1.4,43.3,56.7,78.3,44.9,0.0,44.9,33.3,17.4,4.3
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,20082009,73.0,421,4.5,12.6,1.4,85.0,11.9,1.0,55.1,44.9,55.8,27.9,7.7,20.2,27.9,27.9,8.7
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,20082009,70.6,421,5.5,12.4,0.7,89.1,9.7,0.0,54.4,45.6,72.0,45.2,2.2,43.0,26.9,10.8,15.1
17K543,SCI TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH,20082009,62.6,499,0.2,1.8,3.2,88.6,6.2,1.0,45.7,54.3,93.1,84.2,26.7,57.4,8.9,6.9,0.0
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,20082009,63.4,457,1.8,11.6,0.7,88.2,10.5,0.4,38.1,61.9,74.7,46.8,5.1,41.8,27.8,21.5,3.8
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORR,20082009,64.8,404,0.2,5.4,1.5,85.9,12.1,0.5,21.0,79.0,91.7,73.59999999999998,0.0,73.59999999999998,18.1,2.8,5.6
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,20082009,64.7,460,2.8,10.2,1.5,82.8,12.2,1.7,55.9,44.1,67.8,48.3,11.5,36.8,19.5,31.0,1.1
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,20082009,60.5,401,0.5,9.2,0.2,82.8,10.2,1.2,28.7,71.3,84.5,67.6,14.1,53.5,16.9,14.1,1.4
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,20082009,68.4,223,2.2,5.4,0.0,85.7,11.7,0.9,46.6,53.4,11.1,4.8,0.0,4.8,6.3,77.8,11.1
17K587,MIDDLE SCHOOL FOR THE ARTS,20082009,85.0,354,5.1,20.1,0.0,92.4,5.6,1.4,50.8,49.2,,,,,,,
17K590,MIDDLE COLLEGE HIGH SCHOOL AT MEDGAR EVERS COLLE,20082009,37.6,880,0.0,1.3,0.6,93.6,4.8,0.5,48.0,52.0,89.0,74.8,18.1,56.8,14.2,8.4,2.6
17K600,CLARA BARTON HIGH SCHOOL,20082009,67.1,2103,5.3,10.6,1.2,88.9,8.4,0.8,24.5,75.5,61.2,37.1,6.3,30.8,24.1,27.8,7.4
17K625,PAUL ROBESON HIGH SCHOOL,20082009,71.7,1176,2.8,14.8,0.5,88.7,8.8,0.7,59.4,40.6,55.4,20.1,0.4,19.7,35.3,36.8,7.4
18K066,P.S. 66,20082009,51.9,716,2.0,15.6,1.7,86.9,9.2,1.8,50.4,49.6,,,,,,,
18K068,IS 068 ISAAC BILDERSEE,20082009,66.0,1072,7.6,19.6,1.5,91.2,5.3,1.8,55.9,44.1,,,,,,,
18K114,PS 114 RYDER ELEMENTARY,20082009,68.9,889,7.9,8.1,1.0,85.5,9.4,2.8,50.3,49.7,,,,,,,
18K115,PS 115 DANIEL MUCATEL SCHOOL,20082009,70.9,1244,3.9,8.3,3.1,88.3,5.5,2.7,49.0,51.0,,,,,,,
18K135,PS 135 SHELDON A. BROOKNER,20082009,75.4,751,2.9,11.3,0.4,93.9,3.6,1.9,49.1,50.9,,,,,,,
18K208,PS 208 ELSA EBELING,20082009,60.7,647,3.7,13.4,0.9,90.7,5.9,2.0,49.3,50.7,,,,,,,
18K211,IS 211 JOHN WILSON,20082009,60.9,761,3.0,21.6,1.8,86.5,8.9,2.0,53.7,46.3,,,,,,,
18K219,PS 219 KENNEDYKING,20082009,77.4,827,2.7,16.3,0.5,93.2,5.7,0.4,51.9,48.1,,,,,,,
18K232,IS 232 THE WINTHROP,20082009,69.6,238,3.4,16.4,0.4,95.0,3.4,0.0,53.8,46.2,,,,,,,
18K233,PS 233 LANGSTON HUGHES,20082009,71.4,722,2.2,15.1,0.1,93.9,4.7,0.7,50.8,49.2,,,,,,,
18K235,PS 235 LENOX,20082009,40.4,1377,0.9,5.4,1.5,94.9,2.7,0.6,45.4,54.6,,,,,,,
18K244,PS 244 RICHARD R. GREEN,20082009,61.4,893,2.2,18.6,0.2,96.8,2.2,0.4,51.8,48.2,,,,,,,
18K252,IS 252 ARTHUR S SOMMERS,20082009,86.8,126,3.2,23.0,0.0,92.1,7.1,0.0,54.8,45.2,,,,,,,
18K268,PS 268 EMMA LAZARUS,20082009,77.6,544,2.9,11.2,0.0,95.2,3.5,0.6,54.4,45.6,,,,,,,
18K272,PS 272 CURTIS ESTABROOK,20082009,74.8,659,4.6,19.0,3.3,77.7,14.0,1.2,50.8,49.2,,,,,,,
18K276,PS 276 LOUIS MARSHALL,20082009,66.7,864,5.8,12.6,0.6,95.3,2.1,1.7,51.4,48.6,,,,,,,
18K279,PS 279 HERMAN SCHREIBER,20082009,50.6,654,2.3,16.7,1.4,91.6,4.9,2.0,51.5,48.5,,,,,,,
18K285,IS 285 MEYER LEVIN,20082009,53.9,1057,0.9,10.3,0.3,95.3,3.7,0.4,46.6,53.4,,,,,,,
18K415,SAMUEL J. TILDEN HIGH SCHOOL,20082009,56.0,695,23.0,12.5,0.1,93.2,5.6,0.1,58.1,41.9,41.8,22.5,2.7,19.8,19.2,43.2,13.4
18K500,CANARSIE HIGH SCHOOL,20082009,39.6,1661,6.3,13.5,1.3,84.7,11.7,1.4,55.0,45.0,32.8,13.0,1.3,11.6,19.9,49.3,14.1
18K515,SOUTH SHORE HIGH SCHOOL,20082009,39.1,383,4.2,17.0,1.3,90.6,6.5,1.3,57.4,42.6,28.4,8.6,1.0,7.6,19.7,41.5,26.8
18K563,ITAVA IT TAKES A VILLAGE ACADEMY,20082009,67.7,191,38.2,5.2,2.6,90.1,6.3,0.5,47.1,52.9,,,,,,,
18K566,BROOKLYN GENERATION SCHOOL,20082009,76.7,145,3.4,18.6,2.8,86.9,7.6,1.4,62.8,37.2,,,,,,,
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,20082009,61.5,175,1.7,12.0,2.3,80.6,12.6,3.4,35.4,64.6,,,,,,,
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,20082009,65.2,140,10.0,8.6,0.0,89.3,8.6,1.4,59.3,40.7,,,,,,,
18K576,VICTORY COLLEGIATE HIGH SCHOOL,20082009,60.0,159,1.9,13.2,1.3,87.4,8.8,2.5,48.4,51.6,,,,,,,
18K578,BROOKLYN BRIDGE ACADEMY,20082009,46.4,160,1.3,4.4,0.6,86.3,11.9,0.6,48.8,51.3,6.1,2.0,0.0,2.0,4.1,87.8,6.1
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,20082009,82.0,143,5.6,22.4,1.4,91.6,5.6,0.0,61.5,38.5,,,,,,,
